id	route	sectie	volgorde	type	tekst	bronsoort	bron	copy_marker
programma12w.investering.21	/12-weken-programma	investering	21	body	Supplementenadvies	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:95	
programma12w.investering.22	/12-weken-programma	investering	22	body	Dagelijkse begeleiding online	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:96	
programma12w.investering.23	/12-weken-programma	investering	23	body	Vaste prijs, voor iedereen gelijk. De Early Member bonus is een extra bovenop je programma.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:490-492	COPY: confirm met Marlon
programma12w.investering.24	/12-weken-programma	investering	24	prijs-dynamisch	{formatPriceEuro(studioPriceCents/onlinePriceCents)}	database	tmc.catalogue, via src/app/12-weken-programma/page.tsx	
programma12w.faq.1	/12-weken-programma	faq	1	label	Veelgestelde vragen	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:503	COPY: confirm met Marlon
programma12w.faq.2	/12-weken-programma	faq	2	h2	Goed om te weten	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:506	COPY: confirm met Marlon
programma12w.faq.3	/12-weken-programma	faq	3	faq-vraag	Voor wie is dit programma?	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:102	COPY: confirm met Marlon
programma12w.faq.4	/12-weken-programma	faq	4	faq-antwoord	Voor iedereen die twaalf weken lang serieus en persoonlijk begeleid wil worden, van beginner tot ervaren sporter. Alles wordt afgestemd op jouw uitgangspunt.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:103-104	
programma12w.faq.5	/12-weken-programma	faq	5	faq-vraag	Wat is het verschil tussen studio en online?	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:107	
programma12w.faq.6	/12-weken-programma	faq	6	faq-antwoord	De methode is hetzelfde. In de studio train je twee keer per week persoonlijk met Marlon in Loosdrecht. Online krijg je dezelfde metingen, plannen en dagelijkse begeleiding op afstand.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:108-109	
programma12w.faq.7	/12-weken-programma	faq	7	faq-vraag	Moet ik al ervaring hebben met trainen?	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:112	
programma12w.faq.8	/12-weken-programma	faq	8	faq-antwoord	Nee. Het traject start altijd bij een volledige meting, zodat we op jouw niveau beginnen.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:113-114	
programma12w.faq.9	/12-weken-programma	faq	9	faq-vraag	Wat gebeurt er na mijn aanvraag?	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:117	
programma12w.faq.10	/12-weken-programma	faq	10	faq-antwoord	Je plant een intake. Dat is een vrijblijvende kennismaking waarin we het programma doornemen en kijken of het bij je past. Pas daarna beslis je.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:118-119	
programma12w.intakecta.1	/12-weken-programma	intake-cta	1	label	Zet de eerste stap	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:521	COPY: confirm met Marlon
programma12w.intakecta.2	/12-weken-programma	intake-cta	2	h2	Begin met een intake	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:524	COPY: confirm met Marlon
programma12w.intakecta.3	/12-weken-programma	intake-cta	3	body	Een vrijblijvende kennismaking. We nemen het programma door en bepalen samen of dit het juiste traject voor je is.	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:528-529	COPY: confirm met Marlon
programma12w.intakecta.4	/12-weken-programma	intake-cta	4	cta	Liever gebeld worden	code	src/app/12-weken-programma/TwaalfWekenProgrammaContent.tsx:548	COPY: confirm met Marlon
programma12wintake.1	/12-weken-programma/intake	formulier	1	label	Het 12 weken programma	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:84	COPY: confirm met Marlon
programma12wintake.2	/12-weken-programma/intake	formulier	2	h1	Plan je intake	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:109	COPY: confirm met Marlon
programma12wintake.3	/12-weken-programma/intake	formulier	3	body	Een vrijblijvende kennismaking met Marlon. Vul je gegevens in en zij neemt binnen 24 uur contact met je op om een moment te prikken.	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:112-115	COPY: confirm met Marlon
programma12wintake.4	/12-weken-programma/intake	formulier	4	label	Voornaam	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:123	
programma12wintake.5	/12-weken-programma/intake	formulier	5	label	Achternaam	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:132	
programma12wintake.6	/12-weken-programma/intake	formulier	6	label	E-mailadres	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:142	
programma12wintake.7	/12-weken-programma/intake	formulier	7	label	Telefoon	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:151	
programma12wintake.8	/12-weken-programma/intake	formulier	8	label	Voorkeur dag	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:160	
programma12wintake.9	/12-weken-programma/intake	formulier	9	microcopy	Kies een dag	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:169	
programma12wintake.10	/12-weken-programma/intake	formulier	10	microcopy	Maandag/Dinsdag/Woensdag/Donderdag/Vrijdag/Zaterdag	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:171-176	
programma12wintake.11	/12-weken-programma/intake	formulier	11	label	Bericht	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:181	
programma12wintake.12	/12-weken-programma/intake	formulier	12	cta	Versturen	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:192	
programma12wintake.13	/12-weken-programma/intake	formulier	13	cta	Plan mijn intake	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:192	
programma12wintake.14	/12-weken-programma/intake	formulier	14	microcopy	Volledig vrijblijvend.	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:196	
programma12wintake.15	/12-weken-programma/intake	bevestiging	15	h1	Bedankt voor je aanvraag	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:91	COPY: confirm met Marlon
programma12wintake.16	/12-weken-programma/intake	bevestiging	16	body	Marlon neemt binnen 24 uur persoonlijk contact met je op om een moment voor de intake te prikken.	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:94-96	COPY: confirm met Marlon
programma12wintake.17	/12-weken-programma/intake	bevestiging	17	cta	Terug naar het programma	code	src/app/12-weken-programma/intake/ProgrammaIntakeContent.tsx:102	
betaal.1	/betaal/[token]	betaalstatus	1	label	Betaalverzoek	code	src/app/betaal/[token]/page.tsx:109,116	COPY: confirm met Marlon
betaal.2	/betaal/[token]	betaalstatus	2	h1	Hé {voornaam}, alles staat voor je klaar.	code	src/app/betaal/[token]/page.tsx:111	COPY: confirm met Marlon
betaal.3	/betaal/[token]	betaalstatus	3	h1	Alles staat voor je klaar.	code	src/app/betaal/[token]/page.tsx:112	COPY: confirm met Marlon
betaal.4	/betaal/[token]	betaalstatus	4	body	Controleer hieronder je bestelling en rond de betaling af via Mollie.	code	src/app/betaal/[token]/page.tsx:113	COPY: confirm met Marlon
betaal.5	/betaal/[token]	betaalstatus	5	h1	De vorige poging is niet gelukt.	code	src/app/betaal/[token]/page.tsx:117	COPY: confirm met Marlon
betaal.6	/betaal/[token]	betaalstatus	6	body	Geen zorgen: er is niets afgeschreven. Probeer het hieronder opnieuw.	code	src/app/betaal/[token]/page.tsx:118	COPY: confirm met Marlon
betaal.7	/betaal/[token]	betaalstatus	7	label	Bijna klaar	code	src/app/betaal/[token]/page.tsx:121	COPY: confirm met Marlon
betaal.8	/betaal/[token]	betaalstatus	8	h1	Je betaling is ontvangen.	code	src/app/betaal/[token]/page.tsx:122	COPY: confirm met Marlon
betaal.9	/betaal/[token]	betaalstatus	9	body	We verwerken hem nu. Dit duurt meestal maar een paar minuten; je hoeft niets meer te doen.	code	src/app/betaal/[token]/page.tsx:123	COPY: confirm met Marlon
betaal.10	/betaal/[token]	betaalstatus	10	label	Gelukt	code	src/app/betaal/[token]/page.tsx:126	COPY: confirm met Marlon
betaal.11	/betaal/[token]	betaalstatus	11	h1	Je betaling is rond.	code	src/app/betaal/[token]/page.tsx:127	COPY: confirm met Marlon
betaal.12	/betaal/[token]	betaalstatus	12	body	Welkom bij The Movement Club. Je abonnement is actief; je kunt inloggen en lessen boeken.	code	src/app/betaal/[token]/page.tsx:129	COPY: confirm met Marlon
betaal.13	/betaal/[token]	betaalstatus	13	body	Je aankoop is verwerkt en je tegoed staat klaar zodra je inlogt.	code	src/app/betaal/[token]/page.tsx:130	COPY: confirm met Marlon
betaal.14	/betaal/[token]	betaalstatus	14	label	Verlopen	code	src/app/betaal/[token]/page.tsx:133	COPY: confirm met Marlon
betaal.15	/betaal/[token]	betaalstatus	15	h1	Deze betaallink is verlopen.	code	src/app/betaal/[token]/page.tsx:134	COPY: confirm met Marlon
betaal.16	/betaal/[token]	betaalstatus	16	body	Neem contact op met Marlon, dan zet zij een nieuwe link voor je klaar.	code	src/app/betaal/[token]/page.tsx:135	COPY: confirm met Marlon
betaal.17	/betaal/[token]	details	17	label	Jouw abonnement	code	src/app/betaal/[token]/page.tsx:158	
betaal.18	/betaal/[token]	details	18	label	Jouw bestelling	code	src/app/betaal/[token]/page.tsx:158	
betaal.19	/betaal/[token]	details	19	label	Eerste betaling	code	src/app/betaal/[token]/page.tsx:164	
betaal.20	/betaal/[token]	details	20	label	Totaal	code	src/app/betaal/[token]/page.tsx:164	
betaal.21	/betaal/[token]	details	21	label	Waarvan eenmalige inschrijfkosten	code	src/app/betaal/[token]/page.tsx:169	
betaal.22	/betaal/[token]	details	22	label	Daarna per 4 weken	code	src/app/betaal/[token]/page.tsx:175	
betaal.23	/betaal/[token]	details	23	body	Je betaalt de eerste periode nu via Mollie. Daarmee geef je toestemming (SEPA-machtiging) om het abonnementsbedrag daarna per 4 weken automatisch af te schrijven.	code	src/app/betaal/[token]/page.tsx:183-185	
betaal.24	/betaal/[token]	details	24	body	Deze link is geldig tot {datum}. Betalen gaat veilig via Mollie.	code	src/app/betaal/[token]/page.tsx:191-192	
betaal.25	/betaal/[token]	details	25	prijs-dynamisch	{itemLabel}, first_charge_cents, signup_fee_cents, recurring_cents	database	tmc.orders + tmc.catalogue, via src/app/betaal/[token]/page.tsx	
betaal.26	/betaal/[token]	pay-button	26	cta	Even geduld…	code	src/app/betaal/[token]/PayButton.tsx:51	
betaal.27	/betaal/[token]	pay-button	27	cta	Betaal via Mollie	code	src/app/betaal/[token]/PayButton.tsx:51	
betaal.28	/betaal/[token]	pay-button	28	body	Deze betaallink is verlopen.	code	src/app/betaal/[token]/PayButton.tsx:9	COPY: confirm met Marlon
betaal.29	/betaal/[token]	pay-button	29	body	Deze bestelling is al betaald.	code	src/app/betaal/[token]/PayButton.tsx:10	COPY: confirm met Marlon
betaal.30	/betaal/[token]	pay-button	30	body	Je betaling wordt nog verwerkt. Ververs deze pagina over een paar minuten.	code	src/app/betaal/[token]/PayButton.tsx:11-12	COPY: confirm met Marlon
betaal.31	/betaal/[token]	pay-button	31	body	Deze betaallink is niet (meer) geldig.	code	src/app/betaal/[token]/PayButton.tsx:13	COPY: confirm met Marlon
betaal.32	/betaal/[token]	pay-button	32	body	Er ging iets mis. Probeer het opnieuw.	code	src/app/betaal/[token]/PayButton.tsx:14	COPY: confirm met Marlon
login.1	/login	header	1	cta	← The Movement Club	code	src/app/login/page.tsx:65	
login.2	/login	header	2	label	Member login	code	src/app/login/page.tsx:70	
login.3	/login	header	3	h1	Welkom terug	code	src/app/login/page.tsx:73	
login.4	/login	foutmeldingen	4	body	Deze inloglink is verlopen of al gebruikt. Vraag een nieuwe aan.	code	src/app/login/page.tsx:20	COPY: confirm with Marlon
login.5	/login	foutmeldingen	5	body	Geen inlog-code ontvangen. Probeer opnieuw.	code	src/app/login/page.tsx:21	COPY: confirm with Marlon
login.6	/login	foutmeldingen	6	body	Er ging iets mis tijdens het inloggen. Probeer opnieuw.	code	src/app/login/page.tsx:22	COPY: confirm with Marlon
login.7	/login	formulier-email	7	label	E-mailadres	code	src/app/login/LoginForm.tsx:223	
login.8	/login	formulier-email	8	microcopy	naam@voorbeeld.nl	code	src/app/login/LoginForm.tsx:234	
login.9	/login	formulier-email	9	cta	Bezig...	code	src/app/login/LoginForm.tsx:252,189	COPY: confirm with Marlon
login.10	/login	formulier-email	10	cta	Stuur inlogcode	code	src/app/login/LoginForm.tsx:252	COPY: confirm with Marlon
login.11	/login	formulier-email	11	body	Geen wachtwoord nodig. Je ontvangt een eenmalige inlogcode per mail.	code	src/app/login/LoginForm.tsx:257	COPY: confirm with Marlon
login.12	/login	formulier-code	12	microcopy	Check je mail	code	src/app/login/LoginForm.tsx:143	
login.13	/login	formulier-code	13	body	We hebben een code van {n} cijfers gestuurd naar {email}. De code is 10 minuten geldig.	code	src/app/login/LoginForm.tsx:147-149	COPY: confirm with Marlon
login.14	/login	formulier-code	14	label	Inlogcode	code	src/app/login/LoginForm.tsx:158	
login.15	/login	formulier-code	15	cta	Inloggen	code	src/app/login/LoginForm.tsx:189	COPY: confirm with Marlon
login.16	/login	formulier-code	16	cta	Ander e-mailadres	code	src/app/login/LoginForm.tsx:199	COPY: confirm with Marlon
login.17	/login	formulier-code	17	cta	Nieuwe code	code	src/app/login/LoginForm.tsx:212	COPY: confirm with Marlon
login.18	/login	formulier-code	18	cta	Nieuwe code ({n}s)	code	src/app/login/LoginForm.tsx:212	COPY: confirm with Marlon
login.19	/login	formulier-code	19	body	Er ging iets mis. Probeer het opnieuw.	code	src/app/login/LoginForm.tsx:77	COPY: confirm with Marlon
yoga.meta.1	/yoga	meta	1	meta-title	Yoga in Loosdrecht, vlakbij Hilversum	code	src/app/yoga/page.tsx:23	
yoga.meta.2	/yoga	meta	2	meta-description	Yin, Restorative, Yoga Nidra, iRest en Flow in een kleine, persoonlijke studio in Loosdrecht, op tien minuten van Hilversum en het Gooi. Van diepe rust tot dynamische beweging. Schrijf je in voor de wachtlijst.	code	src/app/yoga/page.tsx:24-25	
yoga.hero.1	/yoga	hero	1	label	Yoga · Loosdrecht & regio Hilversum	code	src/app/yoga/page.tsx:56	
yoga.hero.2	/yoga	hero	2	h1	Yoga in Loosdrecht bij The Movement Club	code	src/app/yoga/page.tsx:59	
yoga.hero.3	/yoga	hero	3	body	Binnen yoga zijn er verschillende vormen, elk met een eigen doel en gevoel. Sommige lessen zijn vooral gericht op diepe ontspanning en herstel, andere op beweging, kracht en energie. In onze kleine, persoonlijke studio vind je ze allemaal, van Yoga Nidra tot Flow. We zitten in Loosdrecht, op zo'n tien minuten van Hilversum, en zijn goed bereikbaar vanuit het hele Gooi.	code	src/app/yoga/page.tsx:62-67	
yoga.hero.4	/yoga	hero	4	cta	Zet me op de wachtlijst	code	src/app/yoga/page.tsx:70	
yoga.hero.5	/yoga	hero	5	cta	Bekijk het rooster	code	src/app/yoga/page.tsx:71,123	
yoga.vergelijk.1	/yoga	vergelijkingstabel	1	label	De vijf vormen	code	src/app/yoga/page.tsx:82	
yoga.vergelijk.2	/yoga	vergelijkingstabel	2	h2	Vind de vorm die bij je past	code	src/app/yoga/page.tsx:83	
yoga.vergelijk.3	/yoga	vergelijkingstabel	3	body	Van volledige rust tot dynamische beweging. Verken de vormen op de as van rust naar actief.	code	src/app/yoga/page.tsx:84	
yoga.docenten.1	/yoga	docentenstrip	1	label	De docenten	code	src/app/yoga/page.tsx:98	
yoga.docenten.2	/yoga	docentenstrip	2	h2	Wie je begeleidt	code	src/app/yoga/page.tsx:99	
yoga.docenten.3	/yoga	docentenstrip	3	body	Een klein team met elk een eigen stem en specialisatie.	code	src/app/yoga/page.tsx:100	
yoga.rooster.1	/yoga	rooster-preview	1	label	Wekelijks rooster	code	src/app/yoga/page.tsx:114	
yoga.rooster.2	/yoga	rooster-preview	2	h2	Elke dag een moment voor jezelf	code	src/app/yoga/page.tsx:117	
yoga.rooster.3	/yoga	rooster-preview	3	body	Ochtendlessen van maandag tot en met zaterdag, plus avondlessen vroeg in de week. Bekijk het volledige weekrooster en plan je les.	code	src/app/yoga/page.tsx:120-121	
yoga.regio.1	/yoga	regio	1	label	Regio	code	src/app/yoga/page.tsx:135	
yoga.regio.2	/yoga	regio	2	h2	Yoga vlakbij Hilversum en het Gooi	code	src/app/yoga/page.tsx:138	
yoga.regio.3	/yoga	regio	3	body	De studio staat aan de Industrieweg in Loosdrecht, op zo'n tien minuten rijden vanuit het centrum van Hilversum en even goed bereikbaar vanuit Kortenhoef, Nederhorst den Berg en de rest van Wijdemeren. Er is ruime parkeergelegenheid voor de deur, dus je bent zo van Hilversum op je mat. Voor wie liever dichtbij huis traint, vormen onze kleine yogalessen een rustig alternatief voor de drukkere studio's in Hilversum.	code	src/app/yoga/page.tsx:141-147	
yoga.styles.1	/yoga	yogaStyles	1	body	Yoga Nidra, iRest, Restorative Yoga, Yin Yoga, Flow Yoga: title, definition, shortDescription, forWho, benefits, body, faqs	sanity	yogaStyle documenten (5x), via YogaComparisonTable	
yoga.teachers.1	/yoga	yogaTeachers	1	body	Kim, Bionda, Connie (isActive:false), Annouschka: name, specialty, heroQuote, bio	sanity	yogaTeacher documenten, via YogaTeacherStrip	
yoga.comparison.1	/yoga	vergelijkingstabel-shared	1	microcopy	Rust	code	src/components/blocks/yoga/YogaComparisonTable.tsx:20	
yoga.comparison.2	/yoga	vergelijkingstabel-shared	2	microcopy	Actief	code	src/components/blocks/yoga/YogaComparisonTable.tsx:25	
yoga.comparison.3	/yoga	vergelijkingstabel-shared	3	microcopy	Intensiteit {n} van {max}	code	src/components/blocks/yoga/YogaComparisonTable.tsx:46	
yoga.teacherstrip.1	/yoga	docentenstrip-shared	1	alt	{teacher.name}, yogadocent bij The Movement Club in Loosdrecht	code	src/components/blocks/yoga/YogaTeacherStrip.tsx:33	
yoga.waitlistcta.1	/yoga	wachtlijst-cta-shared	1	label	Wachtlijst	code	src/components/blocks/yoga/YogaWaitlistCta.tsx:25	
yoga.waitlistcta.2	/yoga	wachtlijst-cta-shared	2	h2	Wees erbij vanaf de eerste les	code	src/components/blocks/yoga/YogaWaitlistCta.tsx:17 (default heading, override per route mogelijk)	
yoga.waitlistcta.3	/yoga	wachtlijst-cta-shared	3	body	De studio opent binnenkort. Schrijf je in voor de wachtlijst en je krijgt als eerste bericht zodra de yogalessen starten.	code	src/components/blocks/yoga/YogaWaitlistCta.tsx:18 (default subtext)	
yoga.waitlistform.1	/yoga	wachtlijst-formulier	1	body	Je staat op de wachtlijst.	code	src/components/blocks/yoga/YogaWaitlistForm.tsx:57	
yoga.waitlistform.2	/yoga	wachtlijst-formulier	2	body	We laten als eerste van je horen zodra de yogalessen starten.	code	src/components/blocks/yoga/YogaWaitlistForm.tsx:60	
yoga.waitlistform.3	/yoga	wachtlijst-formulier	3	label	Voornaam	code	src/components/blocks/yoga/YogaWaitlistForm.tsx:72	
yoga.waitlistform.4	/yoga	wachtlijst-formulier	4	label	E-mailadres	code	src/components/blocks/yoga/YogaWaitlistForm.tsx:81	
yoga.waitlistform.5	/yoga	wachtlijst-formulier	5	cta	Versturen	code	src/components/blocks/yoga/YogaWaitlistForm.tsx:97	
yoga.waitlistform.6	/yoga	wachtlijst-formulier	6	cta	Zet me op de wachtlijst	code	src/components/blocks/yoga/YogaWaitlistForm.tsx:97	
yogastyle.1	/yoga/[style]	meta	1	meta-title	{data.seoTitle} of "{title} in Loosdrecht (regio Hilversum)"	sanity	yogaStyle.seoTitle (fallback template code:src/app/yoga/[style]/page.tsx:41)	
yogastyle.2	/yoga/[style]	meta	2	meta-description	{data.seoDescription} of "{definition} Volg {title} in onze kleine studio in Loosdrecht, op tien minuten van Hilversum en het Gooi."	sanity	yogaStyle.seoDescription (fallback template code:src/app/yoga/[style]/page.tsx:43-44)	
yogastyle.3	/yoga/[style]	intro	3	cta	← Alle yogavormen	code	src/app/yoga/[style]/page.tsx:93	
yogastyle.4	/yoga/[style]	intro	4	h1	{data.title}	sanity	yogaStyle.title	
yogastyle.5	/yoga/[style]	intro	5	body	{data.definition}	sanity	yogaStyle.definition	
yogastyle.6	/yoga/[style]	voorwie	6	label	Voor wie	code	src/app/yoga/[style]/page.tsx:112	
yogastyle.7	/yoga/[style]	voorwie	7	body	{data.forWho}	sanity	yogaStyle.forWho	
yogastyle.8	/yoga/[style]	voorwie	8	label	Wat het je brengt	code	src/app/yoga/[style]/page.tsx:123	
yogastyle.9	/yoga/[style]	voorwie	9	body	{data.benefits[]}	sanity	yogaStyle.benefits	
yogastyle.10	/yoga/[style]	body	10	body	{data.body} (Portable Text, uitgebreide tekst)	sanity	yogaStyle.body	
yogastyle.11	/yoga/[style]	docenten	11	label	Wie geeft de les	code	src/app/yoga/[style]/page.tsx:168	
yogastyle.12	/yoga/[style]	docenten	12	label	{teacher.name} · {teacher.specialty}	sanity	yogaTeacher.name / specialty (via style.teachers, alleen isActive)	
yogastyle.13	/yoga/[style]	faq	13	label	FAQ	code	src/app/yoga/[style]/page.tsx:191	
yogastyle.14	/yoga/[style]	faq	14	h2	Veelgestelde vragen over {data.title}	code	src/app/yoga/[style]/page.tsx:194	
yogastyle.15	/yoga/[style]	faq	15	faq-vraag	{data.faqs[].question}	sanity	yogaStyle.faqs[].question	
yogastyle.16	/yoga/[style]	faq	16	faq-antwoord	{data.faqs[].answer}	sanity	yogaStyle.faqs[].answer	
yogastyle.17	/yoga/[style]	wachtlijst	17	h2	Klaar voor {data.title}?	code	src/app/yoga/[style]/page.tsx:210	
yogastyle.18	/yoga/[style]	wachtlijst	18	body	De studio opent binnenkort. Schrijf je in voor de wachtlijst en je krijgt als eerste bericht zodra de lessen starten.	code	src/app/yoga/[style]/page.tsx:211	
yogadocenten.meta.1	/yoga/docenten	meta	1	meta-title	Yoga docenten in Loosdrecht	code	src/app/yoga/docenten/page.tsx:17	
yogadocenten.meta.2	/yoga/docenten	meta	2	meta-description	Maak kennis met de yogadocenten van The Movement Club in Loosdrecht. Een klein team met elk een eigen stem en specialisatie, van Yin tot Flow.	code	src/app/yoga/docenten/page.tsx:18-19	
yogadocenten.hero.1	/yoga/docenten	hero	1	label	De docenten	code	src/app/yoga/docenten/page.tsx:44	
yogadocenten.hero.2	/yoga/docenten	hero	2	h1	Wie je begeleidt	code	src/app/yoga/docenten/page.tsx:45	
yogadocenten.hero.3	/yoga/docenten	hero	3	body	Een klein team met elk een eigen stem en specialisatie. Klik door voor het verhaal achter de mat.	code	src/app/yoga/docenten/page.tsx:46	
yogadocentslug.meta.1	/yoga/docenten/[slug]	meta	1	meta-title	{teacher.name} ({specialty}) | Yoga docent in Loosdrecht	code	src/app/yoga/docenten/[slug]/page.tsx:41	
yogadocentslug.meta.2	/yoga/docenten/[slug]	meta	2	meta-description	{teacher.heroQuote} of "Maak kennis met {teacher.name}, yogadocent bij The Movement Club in Loosdrecht."	sanity	yogaTeacher.heroQuote (fallback template code:src/app/yoga/docenten/[slug]/page.tsx:43-44)	
yogadocentslug.hero.1	/yoga/docenten/[slug]	hero	1	cta	← Alle docenten	code	src/app/yoga/docenten/[slug]/page.tsx:94	
yogadocentslug.hero.2	/yoga/docenten/[slug]	hero	2	label	{teacher.specialty}	sanity	yogaTeacher.specialty	
yogadocentslug.hero.3	/yoga/docenten/[slug]	hero	3	h1	{teacher.name}	sanity	yogaTeacher.name	
yogadocentslug.hero.4	/yoga/docenten/[slug]	hero	4	body	"{teacher.heroQuote}"	sanity	yogaTeacher.heroQuote	
yogadocentslug.hero.5	/yoga/docenten/[slug]	hero	5	alt	{teacher.name}, yogadocent bij The Movement Club in Loosdrecht	code	src/app/yoga/docenten/[slug]/page.tsx:102	
yogadocentslug.bio.1	/yoga/docenten/[slug]	bio	1	body	{teacher.bio} (Portable Text)	sanity	yogaTeacher.bio	
yogadocentslug.styles.1	/yoga/docenten/[slug]	lessen	1	label	Lessen van {teacher.name}	code	src/app/yoga/docenten/[slug]/page.tsx:159	
yogadocentslug.styles.2	/yoga/docenten/[slug]	lessen	2	label	{style.title}	sanity	yogaStyle.title (via reverse-reference)	
yogadocentslug.styles.3	/yoga/docenten/[slug]	lessen	3	cta	Bekijk het rooster	code	src/app/yoga/docenten/[slug]/page.tsx:170	
yogarooster.meta.1	/yoga/rooster	meta	1	meta-title	Yoga rooster in Loosdrecht	code	src/app/yoga/rooster/page.tsx:17	
yogarooster.meta.2	/yoga/rooster	meta	2	meta-description	Het wekelijkse yogarooster van The Movement Club in Loosdrecht. Yin, Restorative, Yoga Nidra, iRest en Flow, in kleine groepen.	code	src/app/yoga/rooster/page.tsx:18-19	
yogarooster.hero.1	/yoga/rooster	header	1	label	Yoga rooster	code	src/app/yoga/rooster/page.tsx:141	
yogarooster.hero.2	/yoga/rooster	header	2	h1	Twee weken vooruit.	code	src/app/yoga/rooster/page.tsx:144	
yogarooster.hero.3	/yoga/rooster	header	3	body	Yin, Restorative, Yoga Nidra, iRest en Flow. Kleine groepen, persoonlijke begeleiding.	code	src/app/yoga/rooster/page.tsx:147-148	
yogarooster.empty.1	/yoga/rooster	lege-staat	1	label	Binnenkort	code	src/app/yoga/rooster/page.tsx:155	
yogarooster.empty.2	/yoga/rooster	lege-staat	2	body	Het yogarooster wordt op dit moment ingepland. Schrijf je in voor de wachtlijst, dan laten we het als eerste weten zodra de lessen starten.	code	src/app/yoga/rooster/page.tsx:158-160	
yogarooster.grid.1	/yoga/rooster	weekgrid	1	body	{class_type.name} ("Yogales" fallback), met {trainer.display_name} ("docent" fallback)	database	tmc.class_sessions (pillar=yoga_mobility), via server component	
authcallbackimplicit.1	/auth/callback/implicit	redirect	1	microcopy	Inloggen…	code	src/app/auth/callback/implicit/page.tsx:16,27	
authcallbackimplicit.2	/auth/callback/implicit	redirect	2	microcopy	Fout: {error.message}	code	src/app/auth/callback/implicit/page.tsx:48	
